PLAY_ID,Play Name,Description,Play Type,Pyramid Level,Customer Lifecycle Stage,Free v. Paid,Tier (with CS Distintions),Receiving Persona,Initiating Role,Executing Role,Status,Current Document Location,,
PLAY-057,"Finance Advanced Data Product
Start with campaign performance and upgrade to campaign planning.","Non-Billed , Complete Data Product with Implementation Setup Hours Offering: This comprehensive financial solution combines advanced analytics across revenue, profitability, expenses, and cash flow. It enables organizations to analyze financial performance by product, region, customer, or sales channel and supports cost optimization through detailed expense tracking. Accounts receivable and payable modules help improve working capital management, while real-time cash flow monitoring enhances liquidity planning. Additional features include scenario modeling, compliance monitoring, internal controls, and capital investment analysis, making this product ideal for finance leaders driving both operational efficiency and strategic growth.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-058,"Finance Essentials Data Product
Get your finance team started with critical insights and reporting","Non-Billed, Complete Data Product with Implementation Setup Hours Offering: This solution provides foundational financial reporting tools, including profit and loss statements, balance sheets, and executive dashboards. It enables finance teams to quickly evaluate the financial health of the organization, monitor key performance indicators, and deliver timely, accurate insights to business leaders for strategic decision-making.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-059,"Governance & Adoption - Governance adoption frameworks, methodologies, and security best practices.","Non-Billed, Hours-Based Consulting Offering: delivers a structured approach to data governance and user adoption, combining strategic frameworks with tactical execution. It includes persona development, access control, enablement strategy, KPI alignment, and adoption tracking. The goal is to drive consistent usage of Domo across departments while ensuring data is secure, trustworthy, and used responsibly.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP",Admin,"Customer Success Manager, Adoption Consulting",Adoption Consulting,Launched to Field,,,
PLAY-060,"Kickstarter
Assistance with a simple, incremental use case implementation.","Billed, Hours-Based Consulting Offering: Service play is a hands-on, billed consulting engagement designed to help customers implement a single, well-defined use case within Domo. The service includes guided instruction through every phase of the Domo workflow—connecting data, transforming it with Magic ETL or SQL, building visualizations, applying governance best practices such as PDP and user roles, and rolling out the solution to end users. The goal is to not only deliver a functional project but to enable the customer to repeat the process independently, fostering long-term adoption and platform confidence.",Reactive Plays,Use Case Plays,"Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Admin, Technologist, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-061,"Marketing Essentials Data Product
Start with campaign performance and upgrade to campaign planning.","Non-Billed, Complete Data Product with Implementation Setup Hours Offering: This product delivers core marketing insights focused on campaign performance metrics such as impressions, click-through rates, conversions, and return on investment. It supports marketing teams in evaluating the effectiveness of their campaigns and identifying opportunities to optimize spend and improve outcomes, while also laying the groundwork for more advanced campaign planning.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-062,"Revenue Operations Data Product
Rapidly time to value with insights for revenue & operations metrics for restaurant","Non-Billed or Billable, Complete Data Product with Implementation Setup Hours Offering: Tailored for restaurant operators, this product provides essential metrics including average check size, customer count, food cost percentage, labor productivity, menu item performance, and table turnover rates. It distinguishes between online and dine-in order trends and offers insights into daypart performance. This enables restaurant leaders to optimize labor scheduling, menu engineering, and operational strategy to enhance both profitability and customer experience.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-063,"Revenue Operations Data Product
Rapidly time to value with insights for revenue & operations metrics for retail","Non-Billed, Complete Data Product with Implementation Setup Hours Offering: Designed specifically for retailers, this data product delivers fast insights into key operational metrics such as same-store sales, year-over-year growth, inventory turnover, shrinkage, foot traffic conversion, basket size, and category performance. It empowers retail leaders to make data-informed decisions on merchandising, promotions, staffing, and inventory planning, ultimately helping to drive profitability and operational efficiency across the store network.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-064,"Sales & Forecasting Data Product
Rapidly time to value with insights for your sales and accurate forecasting.","Non-Billed, Complete Data Product with Consulting Implementation Setup Hours Offering: By integrating with Salesforce, this product provides real-time visibility into sales pipelines, opportunities, and closed deals. It incorporates AI and machine learning models to generate accurate sales forecasts, allowing organizations to better allocate resources, reduce forecasting errors, and improve revenue predictability.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-065,Stagnant Use Case Mitigation Best Practices,"non-contracted meeting or short project. When a use case in SFDC has spent more than 60 days in implementation without launch, or more than 30 days in launch without value realization, or if there are no more use cases on the roadmap, or if there has been no new use case move into onboard in 6 months, then reach out to the business leaders or other key stakeholders to discuss the value of domo, art of the possible, and map out together how to develop new areas of value realization, or meet with the administrators or technical leads to determine what may be holding up the execution, launch, or education of users around the use case that is stagnating. ",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst",Customer Success Manager,"Customer Success Manager, Account Executive, Adoption Consulting",Idea,,,
PLAY-066,Use Case Sprints - Rapidly develop and validate moderate incremental use cases to accelerate solution deployment and adoption.,"Non-Billed, Hours-Based Consulting Offering: are designed to solve specific business challenges quickly by rapidly plan, document value and ROI, prototype, and validating solutions in Domo over short, focused periods. These engagements begin with problem scoping and data discovery, followed by rapid prototyping. They help build momentum and showcase the value of Domo through targeted, measurable wins.",Reactive Plays,Use Case Plays,"Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Admin, Technologist, Analyst","Customer Success Manager, Account Executive",Adoption Consulting,Launched to Field,,,
PLAY-067,Bridging Across Silos Best Practices Session,"Ideally, after the customer has realized value from a recent use case worth advocating to others, work with the customer's stakeholders to uncover a pathway to expand the use case roadmap into new functional areas in adjacent or complimentary teams or departments and after building the relationship, map out a new use case in that area. Lighter, or pre-cursor to the contracted advanced roadmap services.",Reactive Plays,People Plays,Expand,Paid or Free,"Corporate, Enterprise, ECMP","Business Leader, Admin","Customer Success Manager, Account Executive, Professional Services, Partner","Customer Success Manager, Adoption Consulting",Dev,,,
PLAY-068,Customer Thank You Gifts,"As need to thank for high engagment, advocacy, or other successes, or to nudge improvement in low engagement or low CSAT, this program is to send a thank you gift when a customer does something for Domo. Approximate Value =$50; gift type is determined by available inventory. (Sent via Sendoso)",Reactive Plays,People Plays,Expand,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Technologist, Analyst","Customer Success Manager, Account Executive","Customer Success Manager, Support, Marketing",Launched to Field,https://domosoftware-my.sharepoint.com/:p:/g/personal/brian_nielson_domo_com/EQKBF5uCQyNNnuuuqGf3HJsBBTyHowXvs1yr5YwkVylLwg?e=uGoa15,,
PLAY-069,Renewal Kit,"To avert low engagement or low CSAT, at time of renewwal, The renewal kit should be sent to a customer to thank them for their continued partnership. It is an additional touch point and a gift full of fun Domo swag.",Reactive Plays,People Plays,Expand,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin",Account Executive,Marketing,Launched to Field,,,
PLAY-070,Competitive Analysis,Assement of the competitive pressure being experienced by the customer and partnering with them to develop and approach to eliminate or cooperate with a perceived competitive threat,Reactive Plays,Product Plays,Expand,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Technologist","Customer Success Manager, Account Executive","Product Team, ACE, Customer Success Manager, Marketing",Dev,,,
PLAY-071,Discounting,"With approval, to help prevent downsell or cancellation, some discounting can be offered.",Reactive Plays,Product Plays,Expand,Free,"Corporate, Enterprise, ECMP",Business Leader,Account Executive,Account Executive,Launched to Field,,,
PLAY-072,Feature & Consumption Escalations,"When the system indicates a support escalation is at hand, review the customer's support history and or review the risk assessment report for details of what is occuring and connect with key contacts at the customer to hear and properly understand their concerns then work as needed with support, consulting, partners, product or other players to resolve concerns and follow up with gifts, confirmation of resolution or other connections to assure the issue is resolved.",Reactive Plays,Product Plays,Expand,Free,"Corporate, Enterprise, ECMP","Admin, Analyst","Customer Success Manager, Account Executive","Support, Customer Success Manager, ACE Team, Product Team",Idea,,,
PLAY-073,Tech Consolidation & other Competitive Threats,"Upon learning of imminent or potential pressure from within the customer's organzation to reduce the number of technology vendors, work with the key stakeholders who are deriving value from Domo to develop internal advocacy stories and value demonstrations to shore of the critical nature of Domo's contribution within the technology stack.",Reactive Plays,Product Plays,Expand,Free,"Corporate, Enterprise, ECMP","Admin, Technologist","Customer Success Manager, Account Executive","Customer Success Manager, ACE, Adoption Consulting",Complete (Not Launched),https://domo.dam.aprimo.com/dam/contentitems/38c8077054624e66ba15b20201185b0f,,
PLAY-074,Business Value Roadmap Session,"A process in which experienced consultants work directly with clients to identify, articulate and quantify the financial impacts of their analytic decisions. Example: Client needs help identifying where most loss is originating from. What other clients in the same industry are doing to avoid these loss.",Reactive Plays,Use Case Plays,Expand,Paid or Free,"Enterprise, ECMP","Business Leader, Admin","Customer Success Manager, Account Executive","Adoption Consulting, Implementation Consulting",Dev,,,
PLAY-075,Advocacy Vetting Checklist,"Determine if a customer could become a candicate for a formalized advocacy effort: 
•Account Candidate Targeting
•Target List Internal Review
•Communication to make introductions and plan meetiings",Reactive Plays,"Use Case Plays, People Plays, Product Plays",Expand,Free,"Corporate, Enterprise, ECMP",Business Leader,"Account Executive, Customer Success Manager","Customer Success Manager, Account Executive, Marketing",Idea,,,
PLAY-076,"Community Influence Programs
","When a customer is ready to advocate for Domo, consider engaging them in one or more community-led advocacy efforts:
•Domo Community contributor
•Peer Collaboration (customer to customer connection)",Reactive Plays,"Use Case Plays, People Plays, Product Plays",Expand,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Technologist, Analyst","Account Executive, Customer Success Manager",Marketing,Idea,,,
PLAY-077,Marketing Participant Program,"When a customer is ready to advocate for Domo, consider engaging them in one or more marketing-led advocacy efforts: :
•Customer Story Creation
•Reference Customer
•Local Event Speaker
•Large Event Speaker",Reactive Plays,"Use Case Plays, People Plays, Product Plays",Expand,Free,"Corporate, Enterprise, ECMP",Business Leader,"Account Executive, Customer Success Manager",Marketing,Launched to Field,,,
PLAY-078,Instructor Led Training: Private,"Corhort of people all at one customer, can be Immersion, Hands on, or Bootcamp. As part of getting a customer fully onboard for large implementations, or as a program to shore up low adotpion or consumption growth, onsite training events can enable many users in a customer-centered approach.","Proactive Plays, Reactive Plays","Product Plays, People Plays","Onboard, Adopt",Paid or Free,"Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Education,Launched to Field,,,
PLAY-079,Instructor Led training: Public Courses/Certs,"Cohort of people from multiple customers. Can be immersion or Hands on. Customers can send one or more people, but it's shared by others from other companies.","Proactive Plays, Reactive Plays","Product Plays, People Plays","Onboard, Adopt",Paid or Free,"Auto CSM, Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Education,Launched to Field,,,
PLAY-080,On Demand: Certification,"Actual Exams the allow customer to show proof of skills. Used for Content Creators (Domo Profesesional), Data Specialist (Connection and Transform), Major Domo (Como of both + Admin)","Proactive Plays, Reactive Plays","Product Plays, People Plays","Onboard, Adopt",Paid or Free,"Auto CSM, Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Education,Launched to Field,,,
PLAY-081,Instructor Led Training: Boot Camp,Extended Deep-dive training,"Proactive Plays, Reactive Plays","Product Plays, People Plays","Onboard, Adopt, Expand",Paid or Free,"Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Education,Launched to Field,,,
PLAY-082,Instructor Led Training: Hands-On,Hands-on Trainng or Bootcamp (Always over Zoom),"Proactive Plays, Reactive Plays","Product Plays, People Plays","Onboard, Adopt, Expand",Paid or Free,"Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Education,Launched to Field,,,
PLAY-083,On Demand: Elearning,Any of our courses on any domo product features and functionality. Free to all Domo Users,"Proactive Plays, Reactive Plays","Product Plays, People Plays","Onboard, Adopt, Expand",Free,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Technologist, Analyst",Customer Success Manager,Education,Launched to Field,,,
PLAY-084,People Adoption: Fostering Ongoing Wins at a Persona Level ,Light script or discovery to undersand the personas and planning out what they'd like to do next,"Proactive Plays, Reactive Plays",People Plays,Adopt,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst",Customer Success Manager,"Customer Success Manager, Account Executive",Idea,,,
PLAY-085,Art of the Possible,"This is a felxible presentation to a leader or decision maker  we want to allign with that supports the value proposition of Domo in their organization. This can be used during initial discovery and selction as well as anytime post-sale that we need to enlist the vision of an existing or new leader to enlist them as an ally to support an expanding roadmap of features, people, and use cases. Can be stand-alone or part of a Domo Day that also includes other services.","Proactive Plays, Reactive Plays","Use Case Plays, People Plays",Expand,Free,"Corporate, Enterprise, ECMP","Business Leader, Technologist","Account Executive, Customer Success Manager","Customer Success Manager, Adoption Consulting",Complete (Not Launched),,,
PLAY-086,Onboard Complete Thank you,Onboard Complete Thank you to Spread the Domo Love,Proactive Plays,People Plays,Onboard,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin",Customer Success Manager,Marketing,Launched to Field,,,
PLAY-087,People Onboard: Engaging & Enabling Personas for First Value ,"During New Logo or New Use Case onboard that involves new use cases or deployment of Domo that involves new leaders, admins, analysts, or technology player, coordinate and execute a welcome orientation that resolves concerns and illuminates the path to value with use cases and architecture in the near term with the goal of creating or updating the customer relationship map in People.ai.",Proactive Plays,People Plays,Onboard,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Technologist, Analyst","Customer Success Manager, Account Executive",Customer Success Manager,Complete (Not Launched),,,
PLAY-088,Product Onboard: Implementation Best Practices Plan and Launch Checklist,"During New Logo or New Use Case onboard that involves new use cases or deployment of Domo, coordinate with key technical and adminstrative rolees to execute a welcome orientation that maps out the technical stack of the customer and required features of the Domo products that will support the implementation and operation of the upcoming Domo Use Case with the goal of updating the customers architecture map in Domo.",Proactive Plays,Product Plays,Onboard,Free,"Corporate, Enterprise, ECMP","Admin, Technologist, Analyst",Customer Success Manager,Implementation Consulting or Partner,Dev,,,
PLAY-089,Use Case Onboard: Onboarding Project - Connecting Solution Strategy to First-Value Implementation,"During New Logo or New Use Case onboard that involves new use cases or deployment of Domo, coordinate with all key roles to execute a welcome orientation that defines the value expected and plans out the architecture and roll out expecatations for the use case with the goal of completing the launch of the first use case as recorded in SFDC and ideally securing an updated use case roadmap. Should be paired with contracted consulting hours if additional implementation work is requried to deploy the new use case.",Proactive Plays,Use Case Plays,Onboard,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst",Customer Success Manager,Customer Success Manager,Complete (Not Launched),,,
PLAY-090,Instructor Led Training: Imersion ,"Public Training within first 30 days of New Logo signature, pwer users or Major Domo goes thru the training. OR a new use case is deployed or new power user or MajorDomo. (Virtual or HQ)",Proactive Plays,"Product Plays, People Plays","Onboard, Adopt, Expand",Paid or Free,"Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Education,Launched to Field,,,
PLAY-091,Product Adoption: Assuring High System Functionality and User Training,"Monitoring the features are being used, and guiding toward education as needed",Proactive Plays,Product Plays,Adopt,Free,"Auto CSM, Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Customer Success Manager,Idea,,,
PLAY-092,Set up Use Case Adoption Check-ins,"Before onboard is complete of an implementing use case, or upon disovery that the value partnership isn't in place for existing use case(s), reach out to the key stake holder or business leader to arrange the level and cadence they will accept from us to map value and or provide recurring value check ins or quarterly business reviews. 
CSM-led check-in with tactical customer team (periodic, per Joint impact plan agreement?)
•Use Case progress check list
•Health Grade Review
•CSAT results",Proactive Plays,Use Case Plays,Adopt,Free,"Corporate, Enterprise, ECMP","Admin, Analyst",Customer Success Manager,Customer Success Manager,Dev,,,
PLAY-093,Onboard Rollout Best Practices,"If not already completed for an onboard, execute a play to cover:
Launch activities and communication, Governance, Baseline metrics and •Monitoring cadence, education and nuture, next use case roadmapping.",Proactive Plays,"Use Case Plays, People Plays",Adopt,Free,"Corporate, Enterprise, ECMP",Admin,Customer Success Manager,Customer Success Manager,Dev,,,
PLAY-094,Set up QBRs,"Quarterly Business Review with customer key stakeholders / strategic lead
•Use Case(s) status – focus on “Why” – numeric or subjective business value
•Joint Value Plan (12 mo roadmap) check-in
•Progress toward plan
•Customer Priorities
•Stakeholder Engagement
•Domo Contract Strategy (Customer-facing pacing conversation)",Proactive Plays,"Use Case Plays, People Plays","Adopt, Expand",Free,"Corporate, Enterprise, ECMP","Business Leader, Analyst","Account Executive, Customer Success Manager","Account Executive, Customer Success Manager",Dev,https://domo.dam.aprimo.com/dam/spaces/e6972629c0d34ae88391cc43bbac5ff5/items/f3c5ffae8fdc4ebdab4eb20201183a6a,,
PLAY-095,People Expansion: Cultivating Advocacy in Breadth & Depth Across Personas,Work with key contacts at the account to help them craft their internal Domo message and value propostion story to help them expand our influence with personas in the sphere of the existing use case and for the upcoming roadmapped use cases.,Proactive Plays,People Plays,Expand,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin, Technologist, Analyst",Account Executive,Account Executive,Idea,,,
PLAY-096,Product Expansion: Best Practices on Breadth and Depth of the Domo Platform,Basic Best Practices discussion with with key contacts dealing with the technical attributes of Domo to help plan how to engage around their Domo architecture map. Leverage additional features employed to expand on existing use cases' functionality. Bring in additional features to help open the path to additional use cases on the roadmap. ,Proactive Plays,Product Plays,Expand,Free,"Auto CSM, Corporate, Enterprise, ECMP","Admin, Technologist, Analyst","Customer Success Manager, Account Executive","Customer Success Manager, Adoption Consulting",Idea,,,
PLAY-097,Use Case Expansion: Actions for the Next Best Use Case,"non-contracted meeting or short project. When a customer has mapped out one or more next use cases, this approach to exeucting on the roadmap will help determine how and when to invoke the next use cases's ""Onboard"" cycle.",Proactive Plays,Use Case Plays,Expand,Free,"Corporate, Enterprise, ECMP","Business Leader, Admin","Customer Success Manager, Account Executive","Customer Success Manager, Adoption Consulting",Dev,,,
PLAY-098,AI/Data Science Use Case: Mix Media Model or MMM,Using spend for channels and kpis to determine ROI for channel. Suggest optimized budget allocation to channels based on ROI.,Proactive Plays,Use Case Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",AI Labs / Data Science,Launched to Field,,,
PLAY-099,AI/Data Science Use Case: Solution for Customer Risk or Customer Churn,Solution to allow our customer assess the risk of their customer churning; not renewing; downgrading,Proactive Plays,Use Case Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",AI Labs / Data Science,Launched to Field,,,
PLAY-100,AI/Data Science Use Case: Solution for Employee Turnover,Solution to allow our customer assess the risk of their employees turning over; Forecast turnover rate;,Proactive Plays,Use Case Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",AI Labs / Data Science,Launched to Field,,,
PLAY-101,AI/Data Science Use Case: AI & Data Science Solution to Forecast revenue; sales; demand; supply ,Solution to allow our customers to forecast revenue; sales; demand; supply using machine learning. Forecasting is usually the quickest and easiest way to get predictive information from key metrics. Machine Learning forecasting or predictive forecasting is when ,Proactive Plays,Use Case Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",AI Labs / Data Science,Launched to Field,,,
PLAY-102,Use Case: Workforce Management Apps,"Supports workforce planning by helping business owners forecast staffing needs, assign shifts, and balance full-time versus part-time resources for optimized scheduling.",Proactive Plays,Use Case Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-103,Architecture: Custom Mapping Apps,"Visualizes locations, regions, and geospatial data on interactive maps with overlays and layers, allowing users to explore trends, drill into details, and take action directly from the map.",Proactive Plays,Product Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-104,Use Case: Custom Tables Apps,"Delivers interactive, customizable tables with built-in editing capabilities, allowing users to organize, analyze, and directly update data within Domo for streamlined insights and collaboration.",Proactive Plays,Product Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-105,Use Case: Project/Task Management Apps,"Enables teams to plan, track, and manage projects and tasks with interactive dashboards, assignments, and progress monitoring to drive accountability and execution.",Proactive Plays,Product Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-106,Solution Sprint - Custom Product or Apps Use Cases,"Roadmapping and solution design process to walk customers through product ideation, design, scoping and execution process for solutions that require custom development of Domo functionality or apps. Includes business value assessment to prove value of the solution.",Proactive Plays,"Use Case Plays, People Plays","Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Strategic Advisor, Technical Leader, Designer",Strategic Advisors & Engineering Services,Launched to Field,,,
PLAY-107,Enablement via Domo Community,"For customers with Standard Support Packages, guide them to the community with an emphasis on knowledge sharing, networking opportunities, staying up to date on Domo's latest features, updates, and best practices. Additionally, they will have direct access to experts and be able to share their tips or suggestions with other members of the community.",Proactive Plays,"Use Case Plays, People Plays",Adopt,Free,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Technologist, Analyst","Customer Success Manager, Support, Marketing",Community,Idea,,,
PLAY-108,Data Science Use Case Discovery,"AE/CSM would need to explore more to answer the questions: Is there a Data Science / AI use case? Is there a need to automate, optimize, predict, forecast something to save time/cost? How important is this use case for the department/company? Is there executive buy in?","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Implementation Data Science or Partner,Launched to Field,,,
PLAY-109,Data Science Office Hour - One Complimentary Hour,A customer can utilize one complimentary Data Science / AI Office Hour per year for one of the following reasons - 1) Customer is experiencing an issue or roadblock with AI / ML features. 2) AE/CSM needs assistance to scope out a potential use case. This is recommended only if there is executive buy in for the use case. ,"Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Implementation Data Science or Partner,Launched to Field,,,
PLAY-110,Facility Mgmt - Task management workflow - ACE Service,"ACE - The solution streamlines the way facility teams capture, assign, track, and resolve operational tasks across an organization. By centralizing requests and work orders into a structured workflow, it ensures that maintenance activities, inspections, and service requests are logged consistently and prioritized according to urgency and business impact. Facility managers gain visibility into task ownership, progress, and completion timelines, while automated notifications and escalations help prevent delays. This approach not only improves accountability and communication between facility staff and other departments but also reduces downtime, extends asset life cycles, and enhances overall workplace efficiency. The workflow creates a repeatable, auditable process that supports proactive maintenance and data-driven decision-making for continuous improvement. Can be used for project management or facility management.  The solution uses workflows, app studio and task and queue center.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-111,Unstructured Data Processing  - Images and Files - ACE Service,"ACE - Images and Files to text for PDFs, Images, JPEGs ect. to Domo dataset.  This can be used on various solutions across industries and departments.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-112,Support product ticket agent analyzing and responding to incoming messages to trained knowledge base documentation.  - ACE Service,"ACE - The Support Product Ticket Agent solution leverages a trained knowledge base to streamline the way incoming customer messages are analyzed and resolved. When a ticket is created, the system automatically categorizes the request, identifies intent, and surfaces the most relevant documentation or troubleshooting steps from the knowledge base for the agent. This allows support teams to respond quickly and accurately, ensuring consistent and high-quality resolutions while reducing manual effort. By guiding agents with contextual recommendations, the workflow minimizes response times, lowers the risk of errors, and improves customer satisfaction. Over time, the system continuously learns from resolved tickets, expanding and refining the knowledge base, which drives greater efficiency and scalability for support operations. Use solution in product support areas; uses RAG AI services and workflows.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-113,Call Center Anlysis - Transcripts and Analysis to look at Call performance  - ACE Service,"ACE - Solution enables organizations to transform raw call transcripts into actionable insights that improve service quality and agent performance. By capturing and analyzing conversations, the system identifies key themes, sentiment, compliance adherence, and customer satisfaction drivers. Managers gain visibility into how effectively agents handle calls, resolve issues, and follow scripts, while also uncovering opportunities for coaching and process improvement. Automated reporting highlights trends in call volume, average handling times, and customer sentiment, helping leadership optimize staffing, training, and workflow design. This structured approach not only strengthens call center efficiency but also ensures a consistent, high-quality customer experience that drives loyalty and retention.  Solution uses AI agent workflow features.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-114,AI Marketing Blog Agent - ACE Service,"ACE - Taylored marketing content based on product releases and customer segments.  The AI Marketing Blog Agent solution automates the creation, optimization, and distribution of marketing blog content by leveraging advanced natural language processing and trained brand guidelines. It analyzes trending topics, customer interests, and SEO opportunities to generate compelling articles that align with a company’s voice and messaging. The agent can draft, edit, and suggest improvements for readability, tone, and keyword integration, ensuring content is both engaging and discoverable. By streamlining the writing process, marketing teams can produce high-quality blogs faster, maintain consistent publishing schedules, and drive stronger inbound traffic. Over time, the agent learns from performance metrics—such as engagement, conversions, and rankings—to refine future outputs, helping organizations scale their content strategy with efficiency and impact.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-115,Marketing Segmentation - ACE Service,"ACE - custom marketing campaign send by or distributed by customer segmentation based on trends and spending habits. The Custom Marketing Campaign Distribution solution empowers organizations to deliver highly targeted campaigns by leveraging customer segmentation informed by real-time trends and spending habits. By analyzing purchase behavior, engagement history, and market signals, the system automatically groups customers into dynamic segments that reflect their preferences and buying potential. Campaigns are then tailored to each segment with personalized messaging, offers, and timing, maximizing relevance and impact. This data-driven approach not only improves conversion rates and customer loyalty but also optimizes marketing spend by focusing resources on the highest-value opportunities. As customer behavior evolves, the solution continuously refines segmentation and campaign strategies, ensuring that marketing efforts remain aligned with current trends and business goals.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
